ticket_id,customer_id,subject,priority,status,created_date,resolved_date,assigned_to
2757,2617,payment issue,low,in progress,2023-12-15,,Nor Rahman
2758,2221,delivery delay,medium,resolved,2022-11-24,2022-12-04,Ahmad Rahman
2759,2719,damaged item,medium,open,2022-09-03,,Tao Ming
2760,496,delivery delay,low,closed,2022-02-19,,Arjun Iyer
2761,268,payment issue,medium,in progress,2022-09-27,2022-10-05,Swati Singh
2762,1911,account issue,high,resolved,2022-10-22,,Ling Xiao
2763,51,damaged item,high,pending,2023-06-07,,Arjun Iyer
2764,2711,account issue,medium,pending,2023-08-16,2023-09-15,Ling Mei
2765,2700,account issue,urgent,pending,2024-06-30,,Chris Davis
2766,665,account issue,medium,in progress,2024-06-09,,Arjun Singh
2767,1173,payment issue,medium,resolved,2022-03-16,2022-04-10,Arjun Singh
2768,74,refund request,high,pending,2023-02-08,2023-02-24,Wei Ming
2769,419,payment issue,medium,open,2024-02-07,2024-03-06,Jia Li
2770,2392,account issue,medium,resolved,2023-04-21,2023-05-20,Nor Rahman
2771,1434,account issue,medium,open,2023-07-29,2023-08-24,Arjun Iyer
2772,1727,refund request,medium,in progress,2022-07-31,2022-08-29,Emily Miller
2773,2666,delivery delay,low,closed,2024-02-25,2024-03-25,Sarah Brown
2774,2104,damaged item,high,open,2023-05-11,,Chris Davis
2775,2113,refund request,high,closed,2024-05-23,2024-06-08,Jia Xiao
2776,2128,account issue,low,open,2024-07-29,2024-08-14,Ling Xiao
2777,1497,damaged item,low,open,2022-04-09,2022-04-09,Nor Abdullah
2778,62,refund request,medium,pending,2023-01-30,2023-02-10,Jia Li
2779,2797,account issue,high,pending,2022-11-19,,Ahmad Rahman
2780,1577,payment issue,medium,pending,2022-05-21,2022-06-13,David Johnson
2781,2987,payment issue,low,in progress,2024-07-17,2024-08-08,Hafiz Razak
2782,151,account issue,low,in progress,2023-05-19,2023-05-20,Nor Abdullah
2783,1908,account issue,low,resolved,2024-03-02,,Aminah Razak
2784,520,account issue,urgent,pending,2024-01-16,,Nor Razak
2785,1837,delivery delay,high,open,2023-08-14,2023-09-05,Michael Brown
2786,2385,damaged item,low,in progress,2022-04-22,2022-05-13,Jia Li
2787,1206,payment issue,high,open,2023-11-12,2023-11-18,Arjun Nair
2788,1803,refund request,medium,pending,2022-09-14,2022-09-18,Arjun Singh
2789,2927,damaged item,low,in progress,2022-07-07,2022-07-11,Ling Chen
2790,375,account issue,medium,pending,2023-10-21,2023-11-02,Emily Miller
2791,1349,delivery delay,medium,pending,2023-01-31,,Priya Kaur
2792,1642,delivery delay,medium,in progress,2022-08-28,,Sarah Davis
2793,1450,damaged item,low,resolved,2022-11-07,2022-11-11,Sarah Miller
2794,1924,damaged item,high,closed,2022-02-08,,Priya Kaur
2795,545,damaged item,low,in progress,2023-04-27,,Priya Kaur
2796,554,account issue,high,pending,2024-05-08,,Jia Liang
2797,2299,account issue,low,pending,2023-01-05,2023-02-04,Priya Kaur
2798,329,refund request,medium,resolved,2023-08-06,2023-08-11,Michael Davis
2799,778,delivery delay,medium,closed,2022-10-12,2022-11-03,Arjun Nair
2800,2771,payment issue,high,open,2022-11-15,2022-12-06,Nor Hassan
2801,1575,damaged item,low,in progress,2022-12-05,2023-01-03,Jia Xiao
2802,2479,delivery delay,low,closed,2023-06-17,,David Johnson
2803,2942,damaged item,low,pending,2023-05-24,,Arjun Iyer
2804,1678,account issue,high,open,2022-05-19,2022-06-09,Laura Brown
2805,605,delivery delay,high,in progress,2024-05-12,2024-05-24,Chris Davis
2806,2978,account issue,medium,closed,2024-06-16,,Tao Wong
2807,408,delivery delay,low,open,2023-04-05,,David Miller
2808,204,refund request,high,closed,2024-04-19,2024-05-12,Ling Xiao
2809,966,payment issue,medium,closed,2022-05-14,2022-06-07,Hafiz Ismail
2810,1750,refund request,high,pending,2024-04-23,2024-04-29,Arjun Singh
2811,2606,account issue,low,resolved,2022-10-31,2022-11-21,Jia Xiao
2812,1670,refund request,medium,closed,2022-02-20,2022-03-16,Jia Ming
2813,811,delivery delay,medium,open,2023-06-05,,Priya Kaur
2814,2140,damaged item,medium,closed,2022-07-16,2022-08-11,Sarah Davis
2815,2297,damaged item,medium,in progress,2022-05-31,2022-06-21,Tao Ming
2816,1933,account issue,,in progress,2022-01-07,2022-01-26,David Johnson
2817,1460,payment issue,low,resolved,2023-07-23,2023-07-23,Sarah Brown
2818,2541,payment issue,medium,resolved,2024-07-27,,David Miller
2819,2727,account issue,,pending,2023-05-08,2023-05-23,Laura Brown
2820,1882,payment issue,low,in progress,2022-01-29,2022-02-14,Tao Chen
2821,1826,refund request,low,in progress,2024-10-28,2024-11-04,Emily Miller
2822,2540,payment issue,low,pending,2024-04-04,2024-04-12,Tao Mei
2823,2372,account issue,high,open,2023-07-31,2023-08-20,Nor Razak
2824,2253,refund request,urgent,closed,2022-04-15,,Ahmad Hassan
2825,2958,account issue,low,pending,2023-12-05,,Ahmad Razak
2826,2445,delivery delay,low,resolved,2022-12-26,,Sarah Brown
2827,488,damaged item,high,closed,2023-05-01,2023-05-13,Laura Brown
2828,2620,payment issue,high,closed,2022-09-02,,Tao Ming
2829,875,damaged item,low,in progress,2023-12-07,2023-12-14,Laura Brown
2830,2500,delivery delay,low,pending,2022-04-29,2022-05-27,Jia Liang
2831,828,damaged item,medium,closed,2022-03-23,2022-03-26,Jia Ming
2832,2427,refund request,medium,open,2024-08-24,,Aminah Razak
2833,1430,account issue,medium,resolved,2024-10-19,2024-10-22,Tao Wong
2834,1354,payment issue,low,open,2023-10-26,2023-11-08,Kumar Iyer
2835,2346,payment issue,medium,closed,2024-10-04,2024-10-18,Swati Nair
2836,2312,refund request,medium,closed,2024-10-18,,Arjun Singh
2837,347,refund request,medium,in progress,2024-09-20,,Arjun Singh
2838,1716,refund request,high,resolved,2022-05-14,,Sarah Davis
2839,1679,payment issue,low,in progress,2023-09-20,2023-10-11,Ahmad Hassan
2840,2846,damaged item,low,open,2023-07-16,2023-08-15,Ahmad Abdullah
2841,2048,refund request,high,resolved,2023-11-18,2023-11-23,Ahmad Abdullah
2842,2781,payment issue,medium,resolved,2023-06-03,2023-06-27,Nor Hassan
2843,1432,refund request,low,resolved,2024-03-11,2024-04-04,Aminah Razak
2844,1927,delivery delay,high,resolved,2023-02-16,2023-02-23,Chris Davis
2845,1708,damaged item,medium,pending,2024-10-15,2024-10-21,Arjun Nair
2846,1848,refund request,low,pending,2022-11-01,2022-11-19,Ahmad Abdullah
2847,2036,damaged item,medium,closed,2022-03-24,,Tao Mei
2848,2396,refund request,low,closed,2024-07-07,2024-07-11,Sarah Brown
2849,553,delivery delay,medium,pending,2024-05-27,,Jia Liang
2850,652,damaged item,medium,closed,2022-02-09,2022-02-11,Swati Singh
2851,1530,payment issue,low,resolved,2024-08-17,,Hafiz Razak
2852,1504,account issue,low,pending,2022-10-18,2022-10-19,Hafiz Ismail
2853,2849,refund request,low,closed,2023-11-21,2023-12-19,Nor Razak
2854,860,delivery delay,low,in progress,2024-06-17,2024-07-12,Hua Chen
2855,1159,damaged item,medium,resolved,2024-05-25,2024-06-05,Jia Xiao
2856,2290,account issue,medium,closed,2023-02-25,2023-03-15,Kumar Iyer
2857,1511,payment issue,high,resolved,2024-01-08,2024-01-25,Jia Li
2858,1968,payment issue,medium,pending,2023-01-15,,Jia Li
2859,1204,payment issue,,pending,2022-11-29,2022-11-30,Swati Nair
2860,2647,refund request,high,in progress,2022-03-18,2022-04-15,Jia Xiao
2861,1253,payment issue,high,closed,2023-09-26,2023-09-30,Zul Abdullah
2862,1584,damaged item,high,in progress,2023-06-07,,Sarah Miller
2863,1236,payment issue,medium,pending,2022-01-21,,Jia Li
2864,410,account issue,low,closed,2022-01-13,2022-01-31,Nor Rahman
2865,267,payment issue,medium,closed,2024-05-24,2024-06-23,Siti Hassan
2866,2253,account issue,low,closed,2022-08-14,2022-09-07,Hafiz Rahman
2867,662,refund request,medium,open,2022-05-07,2022-06-05,Aminah Razak
2868,306,account issue,medium,resolved,2022-04-11,2022-04-11,Nor Rahman
2869,1645,damaged item,low,resolved,2024-03-16,,Ravi Singh
2870,219,payment issue,medium,closed,2024-06-01,2024-06-23,David Johnson
2871,1360,refund request,high,closed,2022-04-19,,Nor Rahman
2872,2844,delivery delay,low,pending,2023-04-27,,Ahmad Abdullah
2873,833,payment issue,low,resolved,2022-05-04,,Priya Kaur
2874,2759,refund request,high,pending,2023-10-15,2023-11-03,Zul Abdullah
2875,2269,refund request,low,pending,2024-05-22,2024-06-06,Kumar Iyer
2876,1983,damaged item,low,resolved,2024-04-02,2024-04-17,Priya Kaur
2877,2125,damaged item,medium,closed,2024-10-15,,Swati Nair
2878,1521,payment issue,medium,resolved,2023-07-26,,Hafiz Razak
2879,2343,payment issue,medium,open,2024-07-01,2024-07-25,Hafiz Rahman
2880,1593,account issue,low,in progress,2024-01-22,,Laura Brown
2881,978,delivery delay,medium,closed,2024-10-26,2024-11-20,Aminah Razak
2882,2744,payment issue,low,resolved,2024-09-30,,Hafiz Razak
2883,175,delivery delay,medium,resolved,2023-02-18,,Hua Liang
2884,1664,refund request,low,pending,2023-06-17,,Swati Singh
2885,272,damaged item,low,open,2022-01-27,2022-02-06,Swati Singh
2886,2700,damaged item,high,resolved,2022-06-22,2022-06-26,Hafiz Rahman
2887,1210,delivery delay,urgent,closed,2022-08-28,2022-09-12,Tao Wong
2888,645,payment issue,medium,open,2022-04-07,2022-04-17,Swati Singh
2889,1403,refund request,low,resolved,2024-06-30,,Siti Hassan
2890,656,refund request,urgent,pending,2023-05-25,,Tao Wong
2891,1094,delivery delay,medium,closed,2024-09-28,2024-10-25,Ravi Singh
2892,257,refund request,low,resolved,2022-12-02,,Laura Brown
2893,1867,refund request,low,closed,2023-09-29,,Nor Rahman
2894,1718,account issue,high,in progress,2024-01-22,2024-01-29,Michael Brown
2895,944,damaged item,low,resolved,2023-03-07,2023-03-25,Priya Kaur
2896,1624,refund request,medium,pending,2024-03-23,2024-04-13,Swati Nair
2897,2516,account issue,medium,open,2023-07-25,2023-08-02,Wei Ming
2898,1846,refund request,high,open,2022-10-03,,Emily Miller
2899,1908,damaged item,medium,resolved,2024-06-26,,Hua Liang
2900,1408,delivery delay,high,open,2023-07-07,2023-07-09,Ravi Iyer
2901,1998,account issue,high,open,2023-01-02,,Hua Liang
2902,186,refund request,low,open,2022-08-06,2022-08-18,Siti Hassan
2903,2915,payment issue,low,resolved,2023-11-10,2023-12-05,Ahmad Rahman
2904,1918,delivery delay,low,resolved,2022-05-19,2022-05-19,Hafiz Ismail
2905,2915,delivery delay,low,closed,2024-03-19,,Ahmad Abdullah
2906,1308,delivery delay,medium,in progress,2023-09-08,2023-10-05,Ling Xiao
2907,2299,damaged item,low,open,2022-09-06,2022-10-03,Arjun Nair
2908,1147,refund request,low,open,2022-05-24,,Tao Mei
2909,2094,payment issue,medium,closed,2022-02-10,,Laura Brown
2910,2380,payment issue,medium,closed,2024-09-11,2024-09-14,John Smith
2911,1079,delivery delay,high,resolved,2022-07-31,2022-08-30,Arjun Iyer
2912,1746,payment issue,low,pending,2023-11-04,2023-11-13,Wei Ming
2913,901,delivery delay,medium,resolved,2024-01-14,2024-01-26,Chris Davis
2914,1103,delivery delay,low,pending,2023-09-16,2023-10-02,John Smith
2915,1376,refund request,low,pending,2024-09-17,2024-09-19,Nor Hassan
2916,2627,delivery delay,low,in progress,2022-10-24,2022-11-17,Hua Chen
2917,2246,account issue,low,pending,2022-07-25,2022-08-07,Hafiz Rahman
2918,601,refund request,low,closed,2022-01-06,2022-01-17,Hafiz Razak
2919,791,payment issue,medium,open,2024-01-15,2024-02-06,Swati Nair
2920,2822,payment issue,high,open,2022-02-22,,David Miller
2921,2213,refund request,,closed,2024-01-11,2024-02-04,Sarah Miller
2922,2347,damaged item,high,resolved,2023-11-02,2023-11-27,Aminah Razak
2923,33,payment issue,medium,in progress,2024-05-30,,Sarah Miller
2924,2985,delivery delay,low,open,2024-02-13,,Jia Ming
2925,1123,payment issue,high,pending,2024-04-12,2024-05-09,Jia Liang
2926,1606,account issue,low,pending,2024-03-29,2024-04-24,Sarah Brown
2927,2053,damaged item,medium,pending,2023-03-05,2023-03-05,Ling Xiao
2928,547,refund request,urgent,resolved,2024-08-03,2024-09-02,Aminah Razak
2929,1253,account issue,medium,closed,2023-12-27,,Nor Razak
2930,2818,delivery delay,low,open,2023-07-01,2023-07-08,Michael Brown
2931,325,damaged item,low,pending,2022-10-04,2022-10-15,Hua Chen
2932,1709,delivery delay,low,resolved,2024-05-20,2024-06-09,Sarah Davis
2933,1611,refund request,high,open,2023-06-02,,Michael Brown
2934,2533,payment issue,high,resolved,2023-04-26,2023-05-01,Hua Liang
2935,648,damaged item,low,in progress,2024-06-29,2024-07-21,Hafiz Rahman
2936,1180,damaged item,high,in progress,2024-03-17,2024-04-01,Ravi Singh
2937,2405,refund request,low,in progress,2022-03-02,2022-03-19,Zul Abdullah
2938,173,payment issue,low,closed,2024-08-17,2024-09-03,Nor Razak
2939,2391,refund request,low,in progress,2023-10-18,,Emily Miller
2940,2025,payment issue,low,open,2023-02-27,,Priya Kaur
2941,397,payment issue,low,pending,2022-02-06,2022-03-06,Laura Brown
2942,547,payment issue,medium,in progress,2023-09-23,2023-10-05,Ravi Iyer
2943,727,refund request,high,in progress,2022-11-14,2022-11-21,Emily Miller
2944,2550,payment issue,high,closed,2023-03-27,2023-04-01,Tao Ming
2945,904,payment issue,medium,open,2024-03-08,2024-03-15,Sarah Brown
2946,549,delivery delay,high,resolved,2023-07-29,2023-08-05,Ravi Iyer
2947,199,payment issue,low,open,2024-07-10,2024-07-26,Hafiz Razak
2948,2904,delivery delay,low,pending,2024-02-17,2024-02-24,Ahmad Razak
2949,304,payment issue,low,in progress,2024-03-05,2024-03-27,Michael Brown
2950,1503,delivery delay,high,open,2022-01-23,2022-01-26,Sarah Davis
2951,1518,account issue,low,closed,2024-03-30,,Hafiz Rahman
2952,1428,damaged item,medium,open,2024-02-28,2024-03-01,Tao Mei
2953,271,delivery delay,low,in progress,2023-09-11,,Jia Xiao
2954,359,refund request,medium,pending,2024-03-02,2024-03-21,Arjun Nair
2955,676,payment issue,medium,resolved,2023-04-16,,Ahmad Razak
2956,67,payment issue,low,in progress,2022-12-30,2023-01-14,Hafiz Rahman
2957,620,refund request,medium,open,2023-07-31,2023-08-06,Jia Xiao
2958,2533,refund request,medium,open,2022-09-09,,Tao Chen
2959,1439,refund request,low,open,2024-04-30,2024-05-23,Ahmad Razak
2960,1003,refund request,low,pending,2022-01-26,2022-02-11,Ling Chen
2961,2144,damaged item,high,in progress,2023-05-12,2023-06-01,Laura Brown
2962,1339,account issue,low,resolved,2022-04-08,2022-05-02,Ling Xiao
2963,2996,refund request,medium,in progress,2022-02-26,2022-03-12,Wei Ming
2964,2624,payment issue,high,in progress,2024-03-11,2024-03-26,Ling Xiao
2965,140,account issue,high,closed,2023-07-23,2023-08-03,Nor Hassan
2966,2442,refund request,urgent,closed,2023-02-09,2023-02-10,Swati Nair
2967,1865,damaged item,medium,pending,2022-06-05,,Sarah Miller
2968,2251,payment issue,high,pending,2022-10-25,2022-11-13,Hua Chen
2969,861,refund request,low,resolved,2023-12-04,2023-12-29,Ling Chen
2970,2030,damaged item,low,closed,2022-09-22,2022-09-29,David Miller
2971,1606,delivery delay,low,resolved,2022-01-03,2022-01-18,Zul Abdullah
2972,318,account issue,medium,closed,2024-07-07,2024-07-14,Sarah Davis
2973,918,payment issue,high,pending,2022-05-30,2022-06-13,Hua Chen
2974,2746,account issue,medium,pending,2023-07-06,2023-07-10,Arjun Iyer
2975,1132,refund request,medium,in progress,2023-05-03,2023-05-28,Chris Davis
2976,1630,account issue,low,closed,2023-12-26,,Ling Mei
2977,518,damaged item,low,closed,2024-05-25,,Laura Brown
2978,1805,refund request,low,open,2024-04-09,,Ling Xiao
2979,1181,refund request,low,in progress,2022-10-13,,Ravi Singh
2980,1436,account issue,low,in progress,2022-11-02,2022-11-29,Hua Liang
2981,143,delivery delay,medium,closed,2022-10-25,2022-11-01,Sarah Brown
2982,2594,refund request,high,closed,2022-06-03,2022-06-24,Zul Abdullah
2983,1339,delivery delay,medium,open,2022-12-24,,Tao Ming
2984,1624,account issue,medium,open,2024-05-03,2024-05-20,Siti Hassan
2985,1557,account issue,medium,closed,2024-08-14,,Michael Davis
2986,720,payment issue,low,open,2024-09-20,2024-09-26,Jia Xiao
2987,2941,payment issue,medium,closed,2024-01-23,2024-02-13,Nor Rahman
2988,300,account issue,low,in progress,2022-04-03,2022-04-10,Sarah Miller
2989,536,delivery delay,medium,resolved,2022-11-06,,Tao Mei
2990,2695,delivery delay,medium,resolved,2024-08-08,,Tao Ming
2991,2022,payment issue,medium,in progress,2024-04-30,2024-05-02,Hua Chen
2992,177,damaged item,medium,closed,2022-06-14,2022-06-26,Jia Ming
2993,2918,damaged item,medium,open,2023-09-17,,Hafiz Razak
2994,308,delivery delay,low,closed,2022-03-08,,Ling Mei
2995,2851,payment issue,low,open,2022-06-24,,Ling Chen
2996,1588,payment issue,,in progress,2024-08-08,2024-08-21,Jia Li
2997,48,account issue,urgent,open,2022-11-19,,Tao Wong
2998,1143,delivery delay,low,closed,2023-12-31,,Siti Hassan
2999,1417,delivery delay,medium,closed,2023-03-26,,Nor Hassan
3000,1704,account issue,low,pending,2022-09-07,2022-10-06,Arjun Iyer
3001,1736,payment issue,low,pending,2022-09-25,2022-10-25,Zul Abdullah
3002,1263,payment issue,low,closed,2024-08-30,,John Smith
3003,659,damaged item,low,pending,2024-10-27,2024-11-17,Sarah Miller
3004,2597,payment issue,medium,closed,2022-12-09,,Ravi Singh
3005,771,payment issue,medium,open,2022-09-30,2022-10-26,David Johnson
3006,1407,delivery delay,medium,open,2024-05-03,,Kumar Iyer
3007,1455,damaged item,medium,open,2022-05-20,,Jia Xiao
3008,163,payment issue,high,open,2023-09-16,2023-10-08,Wei Ming
3009,2271,damaged item,low,in progress,2022-09-03,2022-09-15,Wei Ming
3010,2898,payment issue,low,pending,2024-05-26,2024-06-09,Wei Ming
3011,2150,account issue,high,resolved,2023-09-27,,Sarah Brown
3012,2577,damaged item,low,resolved,2023-08-10,2023-09-03,Michael Brown
3013,805,payment issue,high,closed,2022-02-14,2022-03-05,Jia Liang
3014,1133,account issue,low,closed,2023-02-04,2023-03-03,Chris Davis
3015,1016,payment issue,low,pending,2024-04-22,2024-05-16,Siti Hassan
3016,2440,damaged item,high,resolved,2022-07-08,,Michael Davis
3017,1248,refund request,low,in progress,2022-06-15,2022-06-24,Jia Li
3018,900,damaged item,high,resolved,2024-02-05,,John Smith
3019,1080,account issue,low,in progress,2022-12-29,2023-01-10,Jia Xiao
3020,1034,delivery delay,medium,resolved,2022-10-01,2022-10-21,Tao Mei
3021,2823,delivery delay,medium,resolved,2023-01-01,,Swati Singh
3022,89,account issue,medium,pending,2022-05-28,2022-06-03,Ling Chen
3023,2812,account issue,low,resolved,2024-04-14,2024-04-29,Jia Ming
3024,285,payment issue,urgent,resolved,2024-03-26,2024-03-29,Ahmad Abdullah
3025,2231,damaged item,low,closed,2022-03-18,2022-04-13,Kumar Iyer
3026,2689,payment issue,high,closed,2023-10-13,2023-11-04,Ravi Singh
3027,1554,refund request,low,resolved,2023-12-15,,Tao Chen
3028,1775,damaged item,low,closed,2023-06-09,,Ravi Singh
3029,409,payment issue,high,closed,2024-08-09,2024-08-19,Siti Hassan
3030,2278,payment issue,high,closed,2023-11-03,,Wei Ming
3031,1902,refund request,low,resolved,2022-10-24,2022-11-02,Ahmad Hassan
3032,1393,payment issue,high,in progress,2022-07-14,2022-07-25,Tao Chen
3033,1158,delivery delay,medium,resolved,2022-12-09,,David Miller
3034,1560,damaged item,medium,open,2024-01-06,2024-01-27,Ling Chen
3035,2335,delivery delay,medium,closed,2023-08-06,2023-08-24,Siti Hassan
3036,929,damaged item,medium,in progress,2022-10-07,2022-10-10,Ahmad Hassan
3037,699,damaged item,medium,closed,2024-02-19,2024-02-27,Sarah Miller
3038,1125,refund request,medium,resolved,2022-01-29,,Nor Hassan
